INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE
Alloggio per uso turistico 73;Unica;VIA POMPEO MAGNO, 1;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7309;Unica;VIA GIORGIO SCALIA, 33;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7311;Unica;VIA NAZARIO SAURO, 16;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7324;Unica;VIA CRESCENZIO, 82;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7342;Unica;VIA VITTORIA COLONNA, 32;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7345;Unica;VIA TOMMASO CAMPANELLA, 68;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7371;Unica;VIA COLA DI RIENZO, 28;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7373;Unica;VIA GIORDANO BRUNO, 47;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7375;Unica;VIA ANDREA DORIA, 79;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7387;Unica;VIA CATONE, 29;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7393;Unica;VICOLO DI PRATO FALCONE, 16;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7414;Unica;VIA GERMANICO, 203;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7418;Unica;PIAZZA GIUSEPPE MAZZINI, 8;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7439;Unica;VIA SANTAMAURA, 46;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7453;Unica;VIA LEONE IV, 109;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7466;Unica;VIA ANDREA DORIA, 64;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7470;Unica;PIAZZA DEL RISORGIMENTO, 20;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7480;Unica;VIA RUFFINI, 2/A;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7487;Unica;VIA GIUSEPPE GIOACHINO BELLI, 79;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7497;Unica;PIAZZA COLA DI RIENZO, 92;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 750;Unica;VIA COLA DI RIENZO, 52;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7546;Unica;VIA GIROLAMO SAVONAROLA, 4;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7558;Unica;BORGO PIO, 176;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7592;Unica;VIA FASANA, 21;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7597;Unica;VIA CIPRO, 53;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7599;Unica;VIA DEGLI SCIPIONI, 17;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7606;Unica;VIA ORAZIO, 3;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7609;Unica;VIA FABIO MASSIMO, 107;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7611;Unica;VIA CANDIA, 65;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7624;Unica;BORGO VITTORIO, 85;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7627;Unica;VIA GIORDANO BRUNO, 47;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7636;Unica;VIA GOLAMETTO, 2;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7639;Unica;VIA OTTAVIANO, 66;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7649;Unica;VIA VESPASIANO, 48;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7655;Unica;VIA SEBASTIANO ZIANI, 37;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7663;Unica;VIALE DELLE MILIZIE, 48;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7665;Unica;VIA GIULIO VENTICINQUE, 50;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7671;Unica;VIA SEBASTIANO ZIANI, 7;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7673;Unica;VIA GERMANICO, 66;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7693;Unica;VIA OTTORINO LAZZARINI, 11;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 77;Unica;VIA GERMANICO, 101;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7708;Unica;VIA ALBERICO II, 19;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 771;Unica;VIALE DELLE MILIZIE, 76;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7711;Unica;VIA POMPEO MAGNO, 78;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7716;Unica;VIA MARCANTONIO BRAGADIN, 106;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7732;Unica;VIA AUGUSTO RIBOTY, 21;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7734;Unica;BORGO ANGELICO, 34;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7743;Unica;VIA ENNIO QUIRINO VISCONTI, 90;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7747;Unica;VIA COLA DI RIENZO, 111;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7754;Unica;BORGO PIO, 138;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7766;Unica;VIALE DEGLI AMMIRAGLI, 121;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7783;Unica;VIA TOMMASO CAMPANELLA, 41;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7788;Unica;VIA GIULIO VENTICINQUE, 23;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7790;Unica;VIA EMILIO FAA' DI BRUNO, 15;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7797;Unica;VIA DEGLI SCIPIONI, 135;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7805;Unica;VIA OTRANTO, 23;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7828;Unica;VIA OSLAVIA, 39;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7853;Unica;VIA ATTILIO REGOLO, 12/D;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7863;Unica;VIA LUCREZIO CARO, 29;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7868;Unica;VIA GIOVANNI GENTILE, 14;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7879;Unica;VIA GIOVANNI BETTOLO, 4;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7882;Unica;VIA PAOLO EMILIO, 10;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7886;Unica;VIA GIACOMO BARZELLOTTI, 15;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7889;Unica;VIA FAMAGOSTA, 8;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7901;Unica;VIA CANDIA, 143;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 791;Unica;PIAZZA GIUSEPPE MAZZINI, 27;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7920;Unica;VIA TRIONFALE, 20;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7921;Unica;VIA SEBASTIANO VENIERO, 8;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7927;Unica;VIA GIUSEPPE PALUMBO, 1;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7943;Unica;VIA EZIO, 19;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7963;Unica;VIA DEI COSMATI, 8;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7976;Unica;VIA FRANCESCO CARACCIOLO, 25;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7977;Unica;VIA ANDREA DORIA, 40;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8004;Unica;BORGO ANGELICO, 48;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8012;Unica;VIA CANDIA, 111;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 803;Unica;VIALE DELLE MILIZIE, 38;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 804;Unica;BORGO VITTORIO, 41;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8040;Unica;VIA CANDIA, 100;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8054;Unica;VIA ANDREA DORIA, 14/A;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8059;Unica;VIA LEONE IV, 22;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 807;Unica;VIA DARDANELLI, 37;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8078;Unica;VIALE GIULIO CESARE, 62;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8091;Unica;PIAZZA DEL RISORGIMENTO, 20;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8099;Unica;VIA SEBASTIANO ZIANI, 44;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8108;Unica;VIA TOMMASO CAMPANELLA, 41;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8109;Unica;VIA TACITO, 90;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8123;Unica;VIA GERMANICO, 66;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8128;Unica;PIAZZA AMERICO CAPPONI, 9;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8129;Unica;VIA TOMMASO CAMPANELLA, 68;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 814;Unica;PIAZZALE DEGLI EROI, 8;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8142;Unica;VIA FAMAGOSTA, 8;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8147;Unica;VIALE GIULIO CESARE, 14;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8149;Unica;VIA OTTAVIANO, 66;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8151;Unica;VIA PIETRO GIANNONE, 27;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8153;Unica;VIA DEI GRACCHI, 191;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8171;Unica;VIA SEBASTIANO ZIANI, 3;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8185;Unica;VIA RICCARDO GRAZIOLI LANTE, 78;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8186;Unica;VIA SEBASTIANO VENIERO, 78;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 819;Unica;VIA DELLA GIULIANA, 58;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8196;Unica;VIA TRIONFALE, 79/A;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8197;Unica;CLIVO DELLE MURA VATICANE, 26;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 820;Unica;VIA PREMUDA, 2;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8220;Unica;BORGO VITTORIO, 76;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8221;Unica;LARGO GENERALE GONZAGA DEL VODICE, 2;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8233;Unica;BORGO VITTORIO, 27;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 824;Unica;VIA DELLA GIULIANA, 83;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8243;Unica;VIA S. TOMMASO D'AQUINO, 52;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8259;Unica;PIAZZALE CLODIO, 61;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8287;Unica;VIA FRANCESCO SIVORI, 11;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8290;Unica;VIA PLAUTO, 17;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8298;Unica;VIA EMILIO FAA' DI BRUNO, 24;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8303;Unica;BORGO VITTORIO, 43;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8304;Unica;BORGO PIO, 35;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8327;Unica;PIAZZA ADRIANA, 20;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8329;Unica;VIA SANTAMAURA, 7;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8338;Unica;VIA S. TOMMASO D'AQUINO, 46;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8342;Unica;PIAZZALE DEGLI EROI, 8;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8355;Unica;VIA CIPRO, 47;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8379;Unica;VIALE GIULIO CESARE, 47;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8383;Unica;VIA CANDIA, 66;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8386;Unica;VIA FRANCESCO DUODO, 10;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8387;Unica;BORGO S. LAZZARO, 17;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 840;Unica;VIA COLA DI RIENZO, 11;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8404;Unica;VIA TOMMASO CAMPANELLA, 21;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8414;Unica;VIA CANDIA, 50;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8415;Unica;VIA ANTONIO CANAL, 11;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8419;Unica;BORGO VITTORIO, 27/A;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8428;Unica;VIA OTTAVIANO, 25;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8442;Unica;VIALE ANGELICO, 38;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8453;Unica;VIALE VATICANO, 48;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8456;Unica;VIA VESPASIANO, 40;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8458;Unica;VIA GIUNIO BAZZONI, 3;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 846;Unica;VIALE VATICANO, 48;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8463;Unica;VIA AUGUSTO RIBOTY, 10;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8479;Unica;VIA GIOVANNI PIERLUIGI DA PALESTRINA, 55;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 848;Unica;VIA OTTAVIANO, 9;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8484;Unica;VIA CARLO PASSAGLIA, 3;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8490;Unica;VICOLO DEL FARINONE, 18;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8505;Unica;VIA GERMANICO, 156;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8510;Unica;VIALE VATICANO, 67;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8516;Unica;VIA CIPRO, 47;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 853;Unica;VIA GERMANICO, 184;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8532;Unica;VIA ANDREA DORIA, 40;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 854;Unica;VIA FRANCESCO SIVORI, 5;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8548;Unica;VIA LUIGI CALAMATTA, 27;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8599;Unica;VIA COSTANTINO MORIN, 30;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8600;Unica;PIAZZALE CLODIO, 14;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8605;Unica;BORGO VITTORIO, 87;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8609;Unica;VIA DELLA GIULIANA, 72;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8634;Unica;VIA GIOVANNI PIERLUIGI DA PALESTRINA, 63;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8643;Unica;VIALE GIULIO CESARE, 7;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8669;Unica;VIA BERNARDINO TELESIO, 16;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8672;Unica;VIA PASQUALE LEONARDI CATTOLICA, 6;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8673;Unica;VIA GERMANICO, 197;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8689;Unica;VIA DEL MASCHERINO, 72;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8699;Unica;VIALE GIUSEPPE MAZZINI, 73;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 870;Unica;VIA PAOLO EMILIO, 32;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8707;Unica;VIA COLA DI RIENZO, 28;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 871;Unica;VIA PAOLO EMILIO, 32;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8713;Unica;VIA LUIGI RIZZO, 107;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8717;Unica;VIA GIUSEPPE PALUMBO, 12;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8719;Unica;VIA SEBASTIANO VENIERO, 8;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 873;Unica;VIA LA GOLETTA, 7;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8742;Unica;VIA GERMANICO, 24/C;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8749;Unica;VIA RIALTO, 56;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8754;Unica;CIRCONVALLAZIONE TRIONFALE, 104;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8763;Unica;LUNGOTEVERE DELLA VITTORIA, 10;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8768;Unica;VIALE GIUSEPPE MAZZINI, 55;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8795;Unica;VIALE GIULIO CESARE, 47;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8799;Unica;VIA GERMANICO, 168;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8805;Unica;VIA DELLA GIULIANA, 83/A;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8817;Unica;VIA MARCANTONIO BRAGADIN, 127;Municipio I (ex Mun XVII);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
