INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE;latitude;longitude
"AFFITTACAMERE ""NAVONA CENTRAL SUITES""";Categoria 2;VIA DELLA SCROFA, 22;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;2;0;0;0;0;0;41.90216;12.4751
AFFITTACAMERE ""THEWESLEY ROME SRL""";Categoria 2;VIA DEL BANCO DI S. SPIRITO, 3;Municipio I (ex Mun I);Guest House o Affittacamere;1;1;0;2;1;0;0;0;41.90096;12.466
FFITTACAMERE A HOME IN ROME DI BAGHERPOUR ABDOLSAID;Categoria 2;VIA CARLO ALBERTO, 53;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0;41.89564;12.50219
AFFITTACAMERE CENTRO CAVOUR;Categoria 3;VIA CAVOUR, 233;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;2;0;0;0;0;0;41.89435;12.49163
AFFITTACAMERE DHALI STAR;Categoria 3;VIA GIOBERTI, 54;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.89819;12.50006
AFFITTACAMERE FLANN O' BRIEN ROOMS;Categoria 2;VIA NAPOLI, 29/B;Municipio I (ex Mun I);Guest House o Affittacamere;2;2;0;0;0;0;0;0;41.90082;12.49416
AFFITTACAMERE HOUSE MONTI 1875;Categoria 2;VIA DEI SERPENTI, 164;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;0;0;0;0;0;0;41.89469;12.49085
AFFITTACAMERE LA FONTANA DEL MOSE';Categoria 2;VIA VENTI SETTEMBRE, 98/L;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;1;0;0;0;0;0;41.90472;12.49499
AFFITTACAMERE O GUEST HOUSE EVERGREEN;Categoria 3;VIA MILAZZO, 23;Municipio I (ex Mun I);Guest House o Affittacamere;2;2;2;0;0;0;0;0;41.90248;12.50517
AFFITTACAMERE O GUEST HOUSE RIPETTA HARBOUR SUITES;Categoria 2;VIA DI RIPETTA, 12;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;0;0;0;0;0;0;41.90937;12.47623
AFFITTACAMERE SETTE A;Categoria 3;VIA ANTONIO SALANDRA, 1/A;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;2;0;0;0;0;0;41.90575;12.49571
AFFITTACAMERE TERRAZZA MUNIRA;Categoria 2;VIA EMILIO MOROSINI, 14;Municipio I (ex Mun I);Guest House o Affittacamere;2;0;2;0;0;0;0;0;41.88593;12.46863
AFFITTACAMERE/GUEST HOUSE GANDINI MARIA;Categoria 3;PIAZZA MANFREDO FANTI, 5;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;1;0;0;0;0;0;41.8983;12.502
FFITTACAMERE/GUEST HOUSE THE JEWEL;Categoria 3;VIA DEI CONDOTTI, 85;Municipio I (ex Mun I);Guest House o Affittacamere;0;6;0;0;0;0;0;0;41.90557;12.48152
AFFITTACAMERE/GUESTHOUSE LIU SHUO;Categoria 3;VIA CAIROLI, 101;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;0;2;0;0;0;0;41.89428;12.50787
AFFRESCHI LUXURY APARTMENT;Categoria 2;VIA DEL GOVERNO VECCHIO, 86;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);2;0;0;0;0;0;0;0;41.89795;12.47169
AFFRESCHI SU ROMA;Categoria 3;VIA GIUSEPPE ZANARDELLI, 7;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;2;1;0;0;0;0;41.9012;12.472
FIYA GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA CASTELFIDARDO, 48;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;0;1;0;0;0;0;41.9067;12.50076
AGLI HORTI SALLUSTIANI DI FABIO MARIO SALVATORE;Categoria 2;VIA QUINTINO SELLA, 3;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;0;0;0;0;0;0;41.90677;12.49696
AGRIPPINA;Categoria 3;VICOLO ORBITELLI, 9;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.89889;12.46532
AI PELLEGRINI;Unica;VIA DELLA TRINITA' DEI PELLEGRINI, 20;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0;41.89332;12.47281
AIDA B&B;Unica;VIA RASELLA, 21;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90246;12.48837
AIDA ROME TRASTEVERE;Categoria 3;VIA DI S. CALISTO, 37;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.9083;12.39372
AILE;Unica;VIA CONTE VERDE, 16;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.89357;12.50637
AILE' - non abilitata;Unica;VIA CONTE VERDE, 16;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.89357;12.50637
AIR OF COLOSSEUM;Categoria 4;VIA BUONARROTI, 40;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;1;0;0;0;0;41.894;12.50278
AL 138 TOWN HOUSE;Categoria 3;VIALE DI TRASTEVERE, 138;Municipio I (ex Mun I);Guest House o Affittacamere;0;0;2;0;0;0;0;0;41.88207;12.46789
AL 38 VIMINALE STREET;Categoria 2;VIA DEL VIMINALE, 38;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0;41.90027;12.49597
AL IRAM NAPOLEONE III GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA NAPOLEONE III, 22;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;2;0;0;0;0;0;41.89715;12.50162
AL MANTHIA HOTEL;4 Stelle;VIA DEI GIARDINI, 35/B;Municipio I (ex Mun I);Albergo;15;12;7;1;0;0;0;0;41.90208;12.48692
AL PANTHEON CON THOMAS MANN guest house o affittacamere;Categoria 3;VIA DEL PANTHEON, 57;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;1;0;0;0;0;0;41.89975;12.47687
AL PORTONCINO;Categoria 2;VICOLO DEL LEOPARDO, 32;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.89048;12.467
L RELAIS;Categoria 3;VIA PALERMO, 36;Municipio I (ex Mun I);Guest House o Affittacamere;0;6;0;0;0;0;0;0;41.89959;12.49295
AL TEMPIETTO;Unica;VIA DI PORTA MAGGIORE, 23;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.89305;12.51063
AL VIMINALE HILL INN & HOTEL;2 Stelle;VIA DEL VIMINALE, 38;Municipio I (ex Mun I);Albergo;0;9;0;0;0;0;0;0;41.90027;12.49597
AL VIMINALE RELAIS;Categoria 3;VIA DEL VIMINALE, 38;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0;41.90027;12.49597
ALBERGO  NUOVA MONACO;1 Stella;VIA FLAVIA, 84;Municipio I (ex Mun I);Albergo;1;4;4;0;0;0;0;0;41.90729;12.49736
"ALBERGO ""MILLEROSE""";1 Stella;VIA DANIELE MANIN, 58;Municipio I (ex Mun I);Albergo;1;8;1;0;0;0;0;0;41.89897;12.49927
"ALBERGO ""THE PANTHEON""";5 Stelle;VIA DI S. CHIARA, 4/A;Municipio I (ex Mun I);Albergo;0;72;3;4;0;0;0;0;41.89797;12.47601
ALBERGO *DEMETRA HOTEL*;4 Stelle;VIA DEL VIMINALE, 8;Municipio I (ex Mun I);Albergo;4;16;8;0;0;0;0;0;41.90074;12.49674
ALBERGO *HOTEL APHRODITE*;4 Stelle;VIA MARSALA, 90;Municipio I (ex Mun I);Albergo;16;38;7;1;0;0;0;0;41.90133;12.50415
ALBERGO *SCOTT HOUSE*;3 Stelle;VIA GIOBERTI, 30;Municipio I (ex Mun I);Albergo;6;3;24;1;0;0;0;0;41.89904;12.50089
ALBERGO ABRUZZI;3 Stelle;PIAZZA DELLA ROTONDA, 69;Municipio I (ex Mun I);Albergo;2;10;6;1;0;0;0;0;41.89938;12.47713
ALBERGO DEL SENATO;3 Stelle;PIAZZA DELLA ROTONDA, 73;Municipio I (ex Mun I);Albergo;4;34;12;6;0;0;0;0;41.89917;12.477
LBERGO DELLE REGIONI;3 Stelle;VIA ZUCCHELLI, 1/C;Municipio I (ex Mun I);Albergo;1;10;0;0;0;0;0;0;41.90326;12.48654
ALBERGO DOMUS MEA;3 Stelle;VIA CALATAFIMI, 31;Municipio I (ex Mun I);Albergo;6;18;0;0;0;0;2;42;41.90504;12.50027
ALBERGO FARINI;1 Stella;VIA FARINI, 52;Municipio I (ex Mun I);Albergo;3;3;1;0;0;0;0;0;41.89849;12.49949
ALBERGO FLAVIO;3 Stelle;VIA MAMIANI, 28;Municipio I (ex Mun I);Albergo;1;4;4;1;0;0;0;0;41.8963;12.50506
ALBERGO GABRIELE;1 Stella;VIA PRINCIPE AMEDEO, 76;Municipio I (ex Mun I);Albergo;2;3;3;0;0;0;0;0;41.89894;12.50028
ALBERGO GRANTORINO SUITE;1 Stella;VIA TORINO, 150;Municipio I (ex Mun I);Albergo;2;5;1;0;0;0;0;0;41.89985;12.49676
ALBERGO KING;3 Stelle;VIA SISTINA, 131;Municipio I (ex Mun I);Albergo;21;44;7;0;0;0;0;0;41.9041;12.48705
ALBERGO LA REGGIA DEI PRINCIPI;2 Stelle;VIA DEL VIMINALE, 38;Municipio I (ex Mun I);Albergo;1;6;0;0;0;0;0;0;41.90027;12.49597
ALBERGO MAGICA LUNA;1 Stella;VIA CALABRIA, 17;Municipio I (ex Mun I);Albergo;1;9;0;0;0;0;0;0;41.90992;12.49747
ALBERGO MARCELLA ROYAL HOTEL;4 Stelle;VIA FLAVIA, 104;Municipio I (ex Mun I);Albergo;23;55;7;2;0;0;0;0;41.9078;12.49809
ALBERGO NAZIONALE;4 Stelle;PIAZZA DI MONTE CITORIO, 131;Municipio I (ex Mun I);Albergo;3;40;30;30;0;0;0;0;41.901;12.47797
ALBERGO PALAZZO CARUSO - BARBERINI SUITES;4 Stelle;PIAZZA BARBERINI, 5;Municipio I (ex Mun I);Albergo;0;12;0;0;0;0;0;0;41.90374;12.48812
ALBERGO STADLER;1 Stella;VIA GIOBERTI, 30;Municipio I (ex Mun I);Albergo;1;6;1;0;0;0;0;0;41.89904;12.50089
ALBERGO STADLER DUE;1 Stella;VIA MAGENTA, 13;Municipio I (ex Mun I);Albergo;2;5;3;0;0;0;0;0;41.9034;12.50253
ALBERTINA'S HOUSE IN TRASTEVERE;Categoria 2;VIA DEL MORO, 50;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.89089;12.47048
ALBERTO HOUSE;Categoria 3;VIA LUCA DELLA ROBBIA, 3;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.87858;12.47825
ALBRIZIO GUEST HOUSE;Categoria 4;VIA DELL'OCA, 35;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.90963;12.476
DEBARAN B&B;Unica;VIA LUIGI LUZZATTI, 19;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.89173;12.51042
ALEPH ROME HOTEL - A CURIO COLLECTION BY HILTON;5 Stelle;VIA DI S. BASILIO, 15;Municipio I (ex Mun I);Albergo;14;74;0;0;0;0;0;0;41.90534;12.49
LERE FLAMMAM;Categoria 2;VIA DELLE QUATTRO FONTANE, 31;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;2;1;0;0;0;0;0;41.90113;12.49233
ALESSANDRINI;Categoria 3;VIA DEL VANTAGGIO, 1;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0;41.90865;12.47464
ALESSANDRO PALACE HOSTEL O OSTELLO;Unica;VIA VICENZA, 42;Municipio I (ex Mun I);Hostel;2;6;4;5;5;1;0;0;41.90434;12.50456
ALESSANDRO PALACE HOSTEL O OSTELLO;Unica;VIA VICENZA, 42;Municipio I (ex Mun I);Hostel;2;6;4;5;5;1;0;0;41.90434;12.50456
ALESSANDRO PALACE HOSTEL o ostello;Unica;VIA VICENZA, 42;Municipio I (ex Mun I);Hostel;0;1;6;6;1;8;0;0;41.90434;12.50456
ALESSANDRO PALACE HOSTEL o ostello;Unica;VIA VICENZA, 42;Municipio I (ex Mun I);Hostel;0;0;5;6;2;8;0;0;41.90434;12.50456
ALESSANDRO PALACE HOSTEL o ostello;Unica;VIA VICENZA, 42;Municipio I (ex Mun I);Hostel;0;0;5;6;5;6;0;0;41.90434;12.50456
ALEX E SERGIO HOUSE;Categoria 2;VIA MILAZZO, 23;Municipio I (ex Mun I);Guest House o Affittacamere;2;2;0;0;0;0;0;0;41.90248;12.50517
ALEX INN;Categoria 1;VIA EMILIA, 47;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0;41.90762;12.48876
ALEX SUITES Guest House o Affittacamere;Categoria 2;VIA DEL TRITONE, 125;Municipio I (ex Mun I);Guest House o Affittacamere;1;1;0;1;0;0;0;0;41.90328;12.48761
ALEXANDER;Unica;VIA CALATAFIMI, 19;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90483;12.49998
ALEXANDRA;3 Stelle;VIA VITTORIO VENETO, 18;Municipio I (ex Mun I);Albergo;15;30;11;0;0;0;0;0;41.90488;12.488
LEXIS;1 Stella;VIA GAETA, 29;Municipio I (ex Mun I);Albergo;5;7;0;0;0;0;0;0;41.90459;12.50045
ALFA & OMEGA CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA MILAZZO, 3;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;0;0;41.90175;12.504
LFA & OMEGA DI KOSTELYEK ANDRIY CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA MILAZZO, 3;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;1;0;0;0;0;41.90175;12.504
LFONSO GUEST HOUSE;Categoria 2;LARGO DI S. ALFONSO, 5;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.89604;12.49995
ALFREDO;Categoria 3;VIA NAPOLEONE III, 48;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;0;0;0;0;0;0;41.89679;12.502
LIBERT SUITE;Categoria 2;VIA MARGUTTA, 61;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;0;1;0;0;0;0;41.90743;12.48088
ALIBRANDI APARTMENT;Categoria 4;PIAZZA DEL MONTE DI PIETA', 30;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0;41.89404;12.47388
ALICE'S HOUSE - THE QUEEN;Categoria 4;PIAZZA DI S. MARIA MAGGIORE, 12;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);2;2;0;0;0;0;0;0;41.89681;12.49902
ALICE'S PLACE;Categoria 2;VIA EMANUELE FILIBERTO, 61;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.89205;12.505
LIGHIERI;Non Classificata;PIAZZA DANTE, 9;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.89227;12.50364
ALL SEASONS;Categoria 2;VIALE MANZONI, 81;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0;41.89352;12.51031
ALL'OBELISCO B&B;Unica;VIA GREGORIANA, 25;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;2;0;0;0;0;0;0;41.9056;12.483
LL'OROLOGIO GUEST HOUSE;Categoria 3;VIA DEI BANCHI NUOVI, 47;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0;41.89944;12.46767
ALLA BASILICA ROOMS;Categoria 3;VIALE CARLO FELICE, 77;Municipio I (ex Mun I);Guest House o Affittacamere;0;2;0;0;0;0;0;0;41.88743;12.51141
ALLA DOLCE VITA B&B;Unica;VIA LOMBARDIA, 14;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90792;12.488
LLA LOCANDA MALANDRA;Unica;VIA PIAVE, 80;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;1;1;0;0;0;0;0;41.9101;12.498
LLA REGINELLA 6;Categoria 3;VIA DELLA REGINELLA, 6;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.89344;12.477
LLA TRINITA' DEI PELLEGRINI;Unica;VIA DELLA TRINITA' DEI PELLEGRINI, 16;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.8932;12.47266
ALLE BASILICHE DI ROMA;Categoria 3;VIA DELLO STATUTO, 44;Municipio I (ex Mun I);Guest House o Affittacamere;1;4;0;0;0;0;0;0;41.89484;12.50132
ALLE PORTE DEL COLOSSEO;Unica;VIA CAPO D'AFRICA, 30;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0;41.88871;12.49583
ALLEGRIA FAMIGLIA;Unica;VIA FILIPPO TURATI, 107;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.89756;12.50409
ALOHA 2 GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA PRINCIPE AMEDEO, 165;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;2;1;0;0;0;0;41.89676;12.503
LOHA ROME GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA PRINCIPE EUGENIO, 15;Municipio I (ex Mun I);Guest House o Affittacamere;0;2;1;0;0;0;0;0;41.89405;12.50677
ALPI;4 Stelle;VIA CASTELFIDARDO, 84;Municipio I (ex Mun I);Albergo;4;37;7;0;0;0;0;0;41.90517;12.50265
ALTAROCCA EMBASSY ROME MARCELLO MASTROIANNI;Categoria 1;PIAZZA SALLUSTIO, 3;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0;41.90766;12.49695
ALTAROCCA EMBASSY ROME SOFIA LOREN;Categoria 1;PIAZZA SALLUSTIO, 3;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.90766;12.49695
ALTAROCCA EMBASSY ROME VITTORIO DE SICA CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA AURELIANA, 73;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.9073;12.49493
ALTAVILLA;2 Stelle;VIA PRINCIPE AMEDEO, 9;Municipio I (ex Mun I);Albergo;6;8;1;0;0;0;0;0;41.90003;12.49819
AMALFI;3 Stelle;VIA MERULANA, 278;Municipio I (ex Mun I);Albergo;6;12;4;0;0;0;0;0;41.89633;12.49933
AMARANTO ROMANO;Categoria 3;VIA NAZIONALE, 243;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;2;0;0;0;0;0;41.90144;12.49412
AMAZING COLOSSEO;Categoria 1;VIA NICOLA SALVI, 68;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);1;2;1;0;0;0;0;0;41.89153;12.49265
AMAZING PIAZZA NAVONA APARTMENT casa e appartamento per vacanze;Categoria 2;CORSO VITTORIO EMANUELE II, 173;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;1;1;0;0;0;0;41.89713;12.47202
AMAZING PIAZZA VENEZIA INT.10 CASA APPARTAMENTO PER VACANZE;Categoria 2;VIA DEL CORSO, 287;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.89708;12.48212
AMAZING SUITE P.ZZA VENEZIA;Categoria 2;VIA DEL CORSO, 287;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;41.89708;12.48212
AMAZING VITTORIANO;Categoria 2;VIA CESARE BATTISTI, 127;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);1;0;0;0;0;0;0;0;41.89667;12.48288
AMBASCIATORI PALACE HOTEL;5 Stelle;VIA VITTORIO VENETO, 62;Municipio I (ex Mun I);Albergo;5;105;49;1;0;0;0;0;41.90447;12.48839
AMBROSIA guest house o affittacamere;Categoria 3;VIA CARLO CATTANEO, 23;Municipio I (ex Mun I);Guest House o Affittacamere;0;0;5;0;1;0;0;0;41.89763;12.50159
AMEDEO APARTMENT;Categoria 2;VIA PRINCIPE AMEDEO, 175;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.89664;12.503
MM SUITE;Categoria 2;VIA EMANUELE FILIBERTO, 257;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.88868;12.507
MOR;Categoria 2;PIAZZA DI PASQUINO, 69;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0;41.89764;12.47215
AMORHOME;Categoria 3;VIA DEL MORO, 27;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.89054;12.47084
AMOROMA ON LINE B&B;Unica;VIA RATTAZZI, 2;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.89626;12.50184
AMOROMA SUITE guest house o affittacamere;Categoria 3;VIA VOLTURNO, 2/C;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;1;0;0;0;0;0;41.90516;12.49911
AMPHORA HOUSE;Categoria 2;PIAZZA DI S. MARIA LIBERATRICE, 45;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0;41.8807;12.475
MY'S HOUSE;Categoria 2;VIA PRINCIPE AMEDEO, 85;Municipio I (ex Mun I);Guest House o Affittacamere;2;1;0;0;0;0;0;0;41.89819;12.50121
AMZING PIAZZA VENEZIA INT.5 CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA DEL CORSO, 287;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.89708;12.48212
ANAHI;2 Stelle;VIA DELLA PENNA, 65;Municipio I (ex Mun I);Albergo;9;8;0;0;0;0;0;0;41.90952;12.47468
ANAKIN;Categoria 2;VIA PALESTRO, 87;Municipio I (ex Mun I);Guest House o Affittacamere;3;1;0;0;0;0;0;0;41.9034;12.50606
ANCIENT NAVONA;Categoria 2;VIA DEL GOVERNO VECCHIO, 101;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0;41.89813;12.47101
ANCIENT ROME;Categoria 2;VIA NAZIONALE, 230;Municipio I (ex Mun I);Guest House o Affittacamere;1;4;1;0;0;0;0;0;41.90092;12.49345
ANCIENT ROME VIEW APARTMENT;Categoria 3;PIAZZA DEL GRILLO, 10;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0;41.89474;12.48706
ANDREA'S HOME;Categoria 2;VIA CAPO D'AFRICA, 20/A;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0;41.88894;12.49468
ANDREASUITE TRASTEVERE;Categoria 1;PIAZZA DELLA SCALA, 20;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0;41.89097;12.46812
ANDREOTTI;3 Stelle;VIA CASTELFIDARDO, 55;Municipio I (ex Mun I);Albergo;10;38;5;0;0;0;0;0;41.90542;12.50217
ANDREW HOUSE;Categoria 2;VIA DEL GESU', 75;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.89734;12.47874
ANDY E LU;Categoria 3;VIA CASTELFIDARDO, 31;Municipio I (ex Mun I);Guest House o Affittacamere;2;1;0;0;0;0;0;0;41.9065;12.50082
ANFITEATRO FLAVIO;3 Stelle;VIA DEI SERPENTI, 130;Municipio I (ex Mun I);Albergo;8;6;3;0;0;0;0;0;41.8959;12.49045
ANFITEATRO SUITE;Categoria 2;VIA OSTILIA, 59;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;1;0;0;0;0;0;41.88788;12.49474
ANGEL HOUSE;Categoria 2;VIA GENOVA, 24;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;0;0;0;0;0;0;41.8993;12.49221
ANGEL ROOMS;Categoria 3;VIALE CASTRO PRETORIO, 25;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;4;0;0;0;0;0;41.90337;12.50715
ANGEL'HOUSE CASA E APPARTAMENTO PER VACANZE;Categoria 2;LUNGOTEVERE DEGLI ALTOVITI, 1;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);1;3;0;0;0;0;0;0;41.90108;12.465
NGELA DI ROMA;Categoria 3;PIAZZA VITTORIO EMANUELE II, 55;Municipio I (ex Mun I);Guest House o Affittacamere;2;3;1;0;0;0;0;0;41.89462;12.50599
ANGELA GUEST HOUSE;Categoria 3;VIA MAGENTA, 24;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.90239;12.50395
ANGELI IN ROMA;Unica;VIA DI VILLA PEPOLI, 20;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.87733;12.49038
ANGELICA;Categoria 2;VIA DEI MILLE, 41;Municipio I (ex Mun I);Guest House o Affittacamere;2;2;0;0;0;0;0;0;41.90208;12.50521
ANGELINA;Categoria 3;VIA DI S. ANDREA DELLE FRATTE, 38;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.9034;12.48328
ANGIE LOFT ROME;Categoria 3;VIA MILAZZO, 29;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.90263;12.50538
ANGLO AMERICANO;4 Stelle;VIA DELLE QUATTRO FONTANE, 12;Municipio I (ex Mun I);Albergo;9;62;36;6;1;0;0;0;41.90303;12.48901
ANGOLO99;Unica;PIAZZA VITTORIO EMANUELE II, 99;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;1;0;0;0;41.89356;12.50443
ANI' B&B;Unica;VIA EMANUELE FILIBERTO, 166;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.88772;12.50828
ANIMA 1;Categoria 1;VIA DI S. MARIA DELL'ANIMA, 45;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;3;2;0;0;0;0;0;41.89847;12.472
NITA ARTE ROMA;Unica;VIA VARESE, 5;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;1;0;0;0;0;0;41.90347;12.50458
ANN INN GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA MACHIAVELLI, 59;Municipio I (ex Mun I);Guest House o Affittacamere;3;3;0;0;0;0;0;0;41.89332;12.50404
ANNA HOME;Categoria 3;VIA ANGELO BRUNETTI, 34;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.90937;12.47544
ANNABELLE HOME'S;Categoria 1;VIA GIOVANNI GIOLITTI, 255;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0;41.89715;12.50563
