 CAPPELLARI29;Categoria 2;VIA DEI CAPPELLARI, 29;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1
;41.90757;12.44601SIMONGARDEN CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA ANDREA DORIA, 79;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.90895;12.44973SIMPLY HOME;Categoria 3;VIA SEBASTIANO ZIANI, 6;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.90852;12.44617SISTINA HOUSE;Non Classificata;VIA VESPASIANO, 69;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0
;41.90851;12.4569SISTINA HOUSE C.A.V.;Categoria 2;VIA COSTANTINO MORIN, 34;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
;41.91241;12.45587SISTINA VIEW TERRACE;Categoria 3;VIA LA GOLETTA, 7;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.90816;12.45201SISTINE B&B;Unica;VIA DUILIO, 6;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
;41.91028;12.4642SLEEP IN ROMA CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA CANDIA, 101;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);1;1;0;0;0;0;0;0
;41.90786;12.45219SMALL LUXURY ON THE RIVER_;Categoria 2;LUNGOTEVERE DEI MELLINI, 34;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;3;0;0;0;0;0;0
;41.90738;12.47294SMART HOUSE - AMMIRAGLI 2;Categoria 2;VIALE DEGLI AMMIRAGLI, 14;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);1;2;0;0;0;0;0;0
;41.90478;12.44583SMART HOUSE - EMO Casa e appartamento per vacanze;Categoria 2;VIA ANGELO EMO, 82;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
;41.90474;12.44661SMART HOUSE - MELORIA Casa e appartamento per vacanze;Categoria 2;VIA DELLA MELORIA, 61;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;2
;41.90728;12.44556SMART HOUSE - Ziani 2;Categoria 3;VIA SEBASTIANO ZIANI, 6;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;1;0;0;0;0;0;0
;41.90852;12.44617SMART HOUSE DORIA;Categoria 2;VIA ANDREA DORIA, 16/C;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
;41.91036;12.4539SOLOROMA B&B;Unica;VIALE DEI BASTIONI DI MICHELANGELO, 5;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;1;0;0;0;0;0
;41.90635;12.45637SOPRA I TETTI DI ROMA;Categoria 4;PIAZZA DEI MARTIRI DI BELFIORE, 4;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.91489;12.46614SOTTO IL SOLE DI ROMA;Categoria 2;VIA PIETRO DELLA VALLE, 2;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;5;0;0;0;0;0;0
;41.90546;12.46468SOTTO LE MURA VATICANE CASA VACANZA;Categoria 2;VIA ANGELO EMO, 15/A;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.90576;12.44843SPAZIO CAVOUR GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA MARIANNA DIONIGI, 43;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;1;0;0;0;0;0
;41.90595;12.47159SPAZIO VATICANO GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIALE VATICANO, 84;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;1;0;0;0;0;0
;41.90644;12.45025ST PETER CHIC GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA LUIGI RIZZO, 36;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;1;1;0;0;0;0;0
;41.90835;12.44518ST PETER GARDEN SUITE;Categoria 2;VIA PASQUALE LEONARDI CATTOLICA, 6;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.91429;12.4555ST PETER HOLIDAY INN STYLE CASA E APPARTAMENTO PER VACANZE;Categoria 1;VIA RIALTO, 18;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;3;0;0;0;0;0;0
;41.90772;12.44657ST PETER HOLIDAY INN STYLE CASA E APPARTAMENTO PER VACANZE;Categoria 1;VIA RIALTO, 18;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;3;0;0;0;0;0;0
;41.90772;12.44657ST PETER SQUARE;Categoria 2;VIALE GIULIO CESARE, 237;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.90863;12.4557ST. ANGEL APARTMENT CASA VACANZE;Categoria 2;VIA VALADIER, 48;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0
;41.90775;12.46754ST. GEORGE'S VATICAN SUITE;Categoria 2;VIA VESPASIANO, 12;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;1;0;0;0;0;0
;41.90688;12.45661ST. PETER B&B IN BUCCARI;Unica;VIA BUCCARI, 18;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
;41.91196;12.45403ST. PETER BED IN ROME;Categoria 3;PIAZZA DEL RISORGIMENTO, 36;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;1;0;0;0;0
;41.90656;12.45836ST. PETER CENTRAL ROOMS B&B;Categoria 2;PIAZZA DELL'UNITA', 13;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;2;0;0;0;0;0;0
;41.90783;12.46143ST. PETER GUEST HOUSE;Categoria 2;VIA OTTAVIANO, 98;Municipio I (ex Mun XVII);Guest House o Affittacamere;4;2;0;0;0;0;0;0
;41.9088;12.45807ST. PETER MANOR GUEST HOUSE O AFFITTACAMERE;Categoria 3;VICOLO DELLE PALLINE, 18;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;1;0;0;0;0;0
;41.9036;12.46031ST. PETER STAY;Categoria 2;VIA GERMANICO, 12;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
;41.90739;12.45601ST. PETER SWEET;Categoria 3;VIA DEL MASCHERINO, 34;Municipio I (ex Mun XVII);Guest House o Affittacamere;3;1;1;0;0;0;0;0
;41.90374;12.45875ST. PETER SWEET HOME;Categoria 3;VIA DURAZZO, 32;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.92139;12.45643ST. PETER'S IN COLORS;Categoria 2;VIA LEONE IV, 38;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);2;1;0;0;0;0;0;0
;41.90911;12.45503ST. PETER'S LUXURY HOUSE;Categoria 2;VIA VALADIER, 48;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0
;41.90775;12.46754ST. PETER'S PENTHOUSE Casa e appartamento per vacanze;Categoria 1;VIA GIROLAMO SAVONAROLA, 11;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.91031;12.45158ST. PETER'S RELAX;Categoria 3;VIA SANTAMAURA, 86;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;1;0;0;0;0;0
;41.90937;12.45345ST. PETER'S SIX;Categoria 2;VIA DELLA CONCILIAZIONE, 15;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;4;2;0;0;0;0;0
;41.90214;12.46169ST. PETER'S WHITE LOFT;Categoria 3;VIA CRESCENZIO, 17;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.90534;12.46759ST.PETER LOFT;Categoria 1;VIA CANDIA, 143;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
;41.90742;12.45034ST.PETER'S DOME APARTMENT;Categoria 4;VIA OTTAVIANO, 66;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);3;0;0;0;0;0;0;0
;41.9081;12.45802ST.PETER'S LODGE;Categoria 2;VIA BU MELIANA, 12;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.91117;12.45433STAR VATICAN ROOMS;Categoria 3;VIA CATONE, 29;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;6;0;0;0;0;0;0
;41.90774;12.45888STAY FINE HOLLIDAY'S HOUSE CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA DEI GRACCHI, 39;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;1;0;0;0;0;0
;41.90726;12.45974STEFANO BARBERINI;Unica;VIA GIOVANNI BETTOLO, 36;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;1;0;0;0;0;0
;41.91182;12.45697STEFANO HOUSE ROMA;Categoria 3;PIAZZA DEL RISORGIMENTO, 14;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;4;0;0;0;0;0;0
;41.90666;12.45712STELLA'S VATICAN GUEST HOUSE ;Categoria 2;VIA CANDIA, 66;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.90826;12.45288STRUTTURA GALLERY ROMA GUEST HOUSE O AFFITTACAMERE;Categoria 3;PIAZZALE AMMIRAGLIO BERGAMINI, 12;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;3;0;0;0;0;0;0
;41.90715;12.4434SUITE HOME COLONNA DI MORENA GAGLIARDUCCI;Categoria 2;VIA MARCANTONIO COLONNA, 44;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);1;1;0;0;0;0;0;0
;41.90979;12.46697SUITE HOME COLONNA DI MORENA GAGLIARDUCCI CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA MARCANTONIO COLONNA, 44;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);1;1;0;0;0;0;0;0
;41.90979;12.46697SUITE HOUSE VATICANO;Categoria 2;VIA SANTAMAURA, 16;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.9079;12.4541SUITE IN ROME;Categoria 3;VIA COLA DI RIENZO, 133;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;3;0;0;0;0;0;0
;41.90813;12.4656SUITE OTTAVIANO ROMA GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIALE GIULIO CESARE, 128;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;3;0;0;0;0;0;0
;41.90899;12.45565SUITE ROME;Categoria 2;VIA OTTAVIANO, 9;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;6;0;0;0;0;0;0
;41.90677;12.45772SUITE SARANDREA;Categoria 4;BORGO ANGELICO, 48;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.90492;12.46031SUITES & APARTMENTS ROMA SRL;Categoria 3;BORGO PIO, 138;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0
;41.90389;12.45964SUITES DEI PAPI GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA DEI GRACCHI, 161;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;0;0;0;0;0;0;0
;41.90836;12.46426SUITES DEL MORO GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA VESPASIANO, 12;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;0;0;0;0;0;0
;41.90688;12.45661SUITES FARNESE;Categoria 2;VIA ALESSANDRO FARNESE, 8;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;4;1;1;0;0;0;0
;41.9094;12.46869SUNRISE IN ROME HOLIDAYS CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA BERNARDINO TELESIO, 16;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.91115;12.4501SUPERIOR ROOMS;Categoria 3;VIA CATONE, 21;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;0;0;0;0;0;0
;41.90742;12.45902SWEET COLORS;Categoria 2;VIA LEONE IV, 109;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.90946;12.4553SWEET DOUBLE SUITE CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA CANDIA, 41;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);2;2;0;0;0;0;0;0
;41.90833;12.45409SWEET DREAMS BED & BREAKFAST;Unica;VIA COLA DI RIENZO, 271;Municipio I (ex Mun XVII);Bed & Breakfast imprenditoriale;0;2;0;0;0;0;0;0
;41.90672;12.45995SWEET ROME GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA FRANCESCO SIVORI, 14;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;1;0;0;0;0;0
;41.90561;12.44693SWEET VATICAN;Categoria 3;VIA OTTAVIANO, 98;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;1;2;0;0;0;0;0
;41.9088;12.45807San Pietro Arte in Suite;Categoria 3;VIA TACITO, 74;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;1;0;0;0;0;0;0
;41.90659;12.46781San Pietro Attic with Terrace Casa e appartamento per vacanze;Categoria 1;VIA DEL FALCO, 31;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
;41.90474;12.4595San Pietro Charming Suite Casa e appartamento per vacanze;Categoria 1;VIA DEL FALCO, 31;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
;41.90474;12.4595San Pietro Modern Suite Casa e appartamento per vacanze;Categoria 1;VIA DEL FALCO, 31;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
;41.90474;12.4595Sivory Rome Guest House o Affittacamere;Categoria 3;VIA FRANCESCO SIVORI, 43;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;1;0;0;0;0;0;0
;41.90525;12.44677Sognare Insieme Guest House o Affittacamere;Categoria 2;VIA SEBASTIANO VENIERO, 30;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;0;0;0;0;0;0
;41.90771;12.45432St. Peter Forty Two - Guest House o Affittacamere;Categoria 2;VIA GERMANICO, 42;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;1;1;1;0;0;0;0
;41.90765;12.45707St. Peter Suites Guest House o Affittacamere;Categoria 3;VIA PROPERZIO, 37;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;1;0;0;0;0;0
;41.90539;12.4613Strawberry House Affittacamere;Categoria 2;VIA SEBASTIANO VENIERO, 8;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0
;41.90789;12.45506TEA TIME;Categoria 3;VIALE GIULIO CESARE, 71;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;1;0;0;0;0;0
;41.91024;12.46223TED'S VATICAN;Unica;VIA VIRGILIO, 3;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
;41.90656;12.46584TERRAZZA TRIONFALE;Categoria 3;VIA TRIONFALE, 46;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.91169;12.45343TEVERECENTRO;Categoria 1;VIA PIETRO COSSA, 28;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;1;0;0;0;0
;41.90664;12.47198THE ANCIENT WALL;Categoria 2;VICOLO DELLE PALLINE, 10;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.90349;12.46028THE BIG FUSION GUEST HOUSE O AFFITTACAMERE ROMEO;Categoria 2;VIA ANDREA DORIA, 36;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;2;0;0;0;0;0;0
;41.90997;12.45232THE CENTER OF ROME;Categoria 2;VIA COLA DI RIENZO, 212;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;1;0;0;0;0;0
;41.90725;12.46249THE COZY VATICAN FLAT;Categoria 3;VIA SANTAMAURA, 46;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0
;41.90859;12.45379THE CRESCENT SUITE;Unica;VIA CRESCENZIO, 9;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
;41.90532;12.46804THE LIBERTY FLAT;Categoria 2;LUNGOTEVERE DEI MELLINI, 44;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);2;1;0;1;0;0;0;0
;41.90826;12.47223THE LIBERTY FLAT;Categoria 2;LUNGOTEVERE DEI MELLINI, 44;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);2;1;0;0;0;0;0;0
;41.90826;12.47223THE ONE;Categoria 2;VIA COLA DI RIENZO, 212;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;4;0;0;0;0;0;0
;41.90725;12.46249THE ONE PRATI ROOMS;Categoria 2;VIA GIOVANNI NICOTERA, 22;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;3;0;0;0;0;0;0
;41.91619;12.46842THE PAINTING HOME;Categoria 2;VIA LEONE IV, 38;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0
;41.90911;12.45503THE POPE'S PILLOW;Categoria 3;VIA LUIGI RIZZO, 14;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0
;41.90968;12.44687THE VATICAN MUSEUMS LODGE;Categoria 3;VIA RICCARDO GRAZIOLI LANTE, 15;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.91287;12.4547THE VATICAN ROOF GARDEN CASA E APPARTAMENTO PER VACANZE;Categoria 1;VIA ANDREA DORIA, 36;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0
;41.90997;12.45232TIBULLO;Categoria 2;VIA TIBULLO, 16;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;3;0;0;0;0;0;0
;41.90669;12.46214TIBULLO;Categoria 2;VIA TIBULLO, 20;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;1;0;0;0;0;0
;41.90629;12.4621TINKERBELL Guest House o Affittacamere;Categoria 2;VIA TOMMASO CAMPANELLA, 3;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;4;0;0;0;0;0;0
;41.911;12.45374TOLEMAIDE HOUSE CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA TOLEMAIDE, 12;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;0;1;0;0;0;0;0
;41.90885;12.45429TOMAS B/B;Unica;VIALE GIULIO CESARE, 183;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;2;1;0;0;0;0;0;0
;41.90903;12.45729TOWN HOUSE 57;Categoria 2;VIA FABIO MASSIMO, 57;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;5;0;0;0;0;0;0
;41.90865;12.46219TOWN HOUSE 62;Categoria 3;VIA CICERONE, 62;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;3;0;0;0;0;0
;41.90755;12.4683TRA I MUSEI;Unica;VIA SEBASTIANO VENIERO, 72;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
;41.90727;12.45249TRIONFAL APARTMENT;Categoria 2;CIRCONVALLAZIONE TRIONFALE, 145;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.91378;12.45099TRIUMPHAL ROOMS;Unica;CIRCONVALLAZIONE TRIONFALE, 36;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
;41.91164;12.44984TRUE COLORS APARTMENTS;Categoria 2;VIA FRANCESCO SIVORI, 63;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
;41.90473;12.44618TRUE COLORS APARTMENTS CIPRO;Categoria 2;VIA CIPRO, 37;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0
;41.90672;12.44647TUGLIANI CASA VACANZA;Categoria 2;VIA CATONE, 6;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.90668;12.4589TUTTOTONDO ROMA;Categoria 2;VIALE DEI BASTIONI DI MICHELANGELO, 5/A;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;2;0;0;0;0;0;0
;41.90636;12.45631TWENTY ONE ART HOTEL;4 Stelle;VIA COLA DI RIENZO, 21/A;Municipio I (ex Mun XVII);Albergo;29;57;4;3;0;0;0;0
;41.90911;12.46934TWICE GUEST HOUSE;Categoria 3;VIA DEGLI SCIPIONI, 89;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;1;0;0;0;0;0
;41.90871;12.45835Take You Rome Casa e Appartamento per Vacanze;Categoria 2;VIA VITTOR PISANI, 4;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.90708;12.45024The Boutique Hotel;3 Stelle;VIA COLA DI RIENZO, 243;Municipio I (ex Mun XVII);Albergo;1;9;4;0;0;0;1;31
;41.90723;12.46199The Upper Suites Bed & Breakfast;Unica;VIA OTRANTO, 47;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;3;0;0;0;0;0;0
;41.91056;12.45703Time Lapse Vatican guesthouse;Categoria 2;VIA FRANCESCO SIVORI, 5;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;1;0;0;0;0;0
;41.87291;12.46012TinkerBell 2.0 Guest House o Affittacamere;Categoria 2;VIA TOMMASO CAMPANELLA, 3;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;4;0;0;0;0;0;0
;41.911;12.45374Tiny House;Categoria 2;VIA OTRANTO, 47;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.91056;12.45703UBALDI IN PRATI;Categoria 3;VIA CANDIA, 121;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.90768;12.45142UN ATTIMO A ROMA;Categoria 3;VIA PIETRO BORSIERI, 12;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;5;0;0;0;0;0;0
;41.9131;12.46099UN PASSINO DA SAN PIETRO 119;Categoria 1;VIALE DEGLI AMMIRAGLI, 119;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);1;1;0;0;0;0;0;0
;41.90635;12.44328UN PASSINO DA SAN PIETRO 121;Categoria 1;VIALE DEGLI AMMIRAGLI, 121;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0
;41.90631;12.44333UN PASSO DA SAN PIETRO;Categoria 3;VIA VESPASIANO, 17;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.90696;12.4568UN PASSO DA SAN PIETRO 2;Categoria 1;VIA VESPASIANO, 17;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.90696;12.4568UNA NOTTE AI MUSEI VATICANI;Categoria 1;VIA TUNISI, 14;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;3;0;0;0;0;0;0
;41.90771;12.45291UNGARETTI;Categoria 3;VIA DEGLI SCIPIONI, 292;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.91147;12.47028URBANA 47 INN:LA MACELLERIA DI BORGIO PIO GUEST HOUSE O AFFITTACAMERE;Categoria 2;BORGO PIO, 30;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0
;41.90366;12.46174VACANZE ROMA LUX;Categoria 2;VIA GIULIO VENTICINQUE, 23;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0
;41.90848;12.44686VACANZE ROMANE VATICANO APARTMENT;Categoria 2;VIA ANDREA DORIA, 79;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.90895;12.44973VALERY'S HOME;Categoria 3;VIA ANGELO EMO, 162;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;2;0;0;0;0;0
;41.90366;12.44423VANTAGGIO APARTMENT;Categoria 2;VIA DEI GRACCHI, 15;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
;41.90689;12.45854VANTAGGIO SUITES;Categoria 2;VIA DEI GRACCHI, 15;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0
;41.90689;12.45854VATICA  B&B ROMA;Unica;VIALE DELLE MILIZIE, 15;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
;41.91068;12.4567VATICAN ANGELS CASA VACANZE;Categoria 1;VIA FRANCESCO CARACCIOLO, 6;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
;41.90821;12.45014VATICAN APARTMENT DESIGN GOLD;Categoria 1;VIA ANGELO EMO, 5;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.90683;12.44952VATICAN APARTMENT DESIGN VIOLET;Categoria 1;VIA ANGELO EMO, 5;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
;41.90683;12.44952VATICAN AREA HOME;Categoria 2;BORGO VITTORIO, 9;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;0;0
;41.9041;12.46246VATICAN ARMONY SUITES;Categoria 2;PIAZZA COLA DI RIENZO, 80/A;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0
;41.90854;12.46847VATICAN AROUND THE CORNER;Categoria 2;VIA ANDREA DORIA, 64;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
;41.90943;12.45015VATICAN ART PLACE;Categoria 3;VIA OTRANTO, 47;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;3;1;0;0;0;0;0
;41.91056;12.45703VATICAN ATMOSPHERE;Categoria 3;VIA CANDIA, 66;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0
;41.90826;12.45288VATICAN ATTIC;Categoria 2;VIA VESPASIANO, 12;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;1;0;0;0;0;0
;41.90688;12.45661VATICAN B-B;Categoria 3;VIA ANGELO EMO, 11;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
